联合国秘书长潘基文出访莫桑比克	联合国欢迎布隆迪释放五名被控策划政变者	0.77	Group 0
联合国秘书长潘基文出访莫桑比克	人口基金在达尔富尔建女性瘘管治疗中心	0.83	Group 0
联合国秘书长潘基文出访莫桑比克	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.83	Group 0
联合国秘书长潘基文出访莫桑比克	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.91	Group 0
联合国秘书长潘基文出访莫桑比克	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.91	Group 0
联合国秘书长潘基文出访莫桑比克	粮食计划署：埃塞俄比亚洪水灾情严重	0.91	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	0.82	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	秘书长建议安理会修订联合国中非和乍得特派团的任务授权	0.8	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	0.8	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	区域保护部队开始部署    联合国南苏丹特派团兵力得到增强	0.88	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	0.8	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	安理会对南苏丹安全和人道局势表示严重关切	0.82	Group 0
几内亚南部暴发新埃博拉疫情以致三人死亡	联合国车队在马里遇袭 _两名维和人员丧生	0.75	Group 0
全球300城市市长聚首论坛 讨论迅速结束艾滋病传播	联合国：苏丹达尔富尔暴力升级导致流离失所状况加剧	0.83	Group 1
联合国车队在马里遇袭 _两名维和人员丧生	联合国人权高专办欢迎刚果民主共和国各方签署政治协议	0.77	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	0.92	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	0.77	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	联合国欢迎布隆迪释放五名被控策划政变者	0.71	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	粮食计划署：埃塞俄比亚洪水灾情严重	0.83	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	0.77	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.77	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.83	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	0.92	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	联合国秘书长潘基文出访莫桑比克	0.77	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.83	Group 0
联合国车队在马里遇袭 _两名维和人员丧生	秘书长建议安理会修订联合国中非和乍得特派团的任务授权	0.92	Group 0
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	61届联大期间条约活动重点是“跨境”	0.86	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	“联合国核查和检查机制”行动在吉布提正式启动 潘基文表示欢迎	0.92	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	联合国发布13.5亿美元拉丁美洲和加勒比区域计划 帮助当地委内瑞拉难民和移民以及收容社区	0.71	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	联合国欢迎国际移民组织正式加入联合国大家庭	0.77	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	人权高专皮莱：尼泊尔“真相与和解委员会”不能赦免严重侵权者	0.77	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	UN chief ‘optimistic’  over peace efforts to denuclearize Korean Peninsula	0.88	Group 1
纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	俄罗斯：克里米亚的“入俄”公投是回归历史	0.83	Group 1
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	联合国欢迎布隆迪释放五名被控策划政变者	0.77	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	粮食计划署：埃塞俄比亚洪水灾情严重	0.91	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	联合国人权高专办欢迎刚果民主共和国各方签署政治协议	0.83	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	0.83	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.83	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	联合国秘书长潘基文出访莫桑比克	0.83	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.91	Group 0
潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.91	Group 0
“人居三”大会闭幕 《新城市议程》规划未来全球城市发展蓝图	潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	0.71	Group 0
“人居三”大会闭幕 《新城市议程》规划未来全球城市发展蓝图	2017年科技核试验高层次会议维亚纳开幕 希望科学界推动外交行动	0.71	Group 0
“人居三”大会闭幕 《新城市议程》规划未来全球城市发展蓝图	联合国人权高专办欢迎刚果民主共和国各方签署政治协议	0.71	Group 0
“人居三”大会闭幕 《新城市议程》规划未来全球城市发展蓝图	联合国驻南苏丹特派团呼吁“武装青年”停止向琼莱州首府进发	0.77	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.91	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.91	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	联合国欢迎布隆迪释放五名被控策划政变者	0.77	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	粮食计划署：埃塞俄比亚洪水灾情严重	0.91	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.83	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	人口基金在达尔富尔建女性瘘管治疗中心	0.83	Group 0
世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	联合国秘书长潘基文出访莫桑比克	1.0	Group 0
联合国秘书长呼吁乌干达举行“包容、透明与和平”的选举	联合国特使：非洲道路不安全状况为全球之最  急需采取更多行动	0.77	Group 0
联合国人权高专巴切莱特就任一年 敦促各国以多边方式解决关键人权问题	纪念联合国日 ：秘书长发起全球对话以建设“我们希望的未来”	0.74	Group 1
联合国人权高专巴切莱特就任一年 敦促各国以多边方式解决关键人权问题	伊拉克示威：联合国呼吁通过谈判终止暴力的“恶性循环”	0.76	Group 1
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	联合国人权高专办欢迎刚果民主共和国各方签署政治协议	0.71	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	0.71	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	0.86	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	0.71	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	区域保护部队开始部署    联合国南苏丹特派团兵力得到增强	0.93	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	联合国车队在马里遇袭 _两名维和人员丧生	0.8	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	秘书长建议安理会修订联合国中非和乍得特派团的任务授权	0.86	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.77	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	0.86	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.77	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.71	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	安理会对南苏丹安全和人道局势表示严重关切	0.88	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	联合国秘书长潘基文出访莫桑比克	0.71	Group 0
检察官请求国际刑事法院向刚果（金）两名叛军领袖签发逮捕令	粮食计划署：埃塞俄比亚洪水灾情严重	0.77	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	联合国秘书长潘基文出访莫桑比克	0.83	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	联合国人权高专办欢迎刚果民主共和国各方签署政治协议	0.83	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	0.83	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	联合国欢迎布隆迪释放五名被控策划政变者	0.77	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	秘书长特使：非洲大湖区安全局势依然脆弱 “3·23”运动死灰复燃令人担忧	0.91	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	潘基文出席突尼斯就业大会   强调青年就业问题事关可持续发展	1.0	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	0.83	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	粮食计划署：埃塞俄比亚洪水灾情严重	0.91	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	刚果（金）总统选举推迟一周   联合国安理会敦促各方确保对话和透明	0.83	Group 0
难民署：中非共和国1万5000受困平民随时可能遭受暴力攻击	副秘书长拉德苏：马里政治进程处于关键时刻   安全局势充满变数	0.91	Group 0
潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	特别代表：除非利比亚的经济挑战得到解决   否则该国的人道危机将进一步恶化	0.77	Group 0
潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	联合国秘书长潘基文出访莫桑比克	0.83	Group 0
潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	世卫组织和儿基会为非洲1亿160万儿童提供脊灰炎免疫	0.83	Group 0
潘基文访问马达加斯加 呼吁为和解进程建立包容性的对话	粮食计划署：埃塞俄比亚洪水灾情严重	0.91	Group 0
